essay_id,tid,grade,type,instructions,essay,excerpt,startidx,endidx,comment,comment_id,sentences
18609,5,ms,Narrative,Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.,"I must admit there are times when Im not very patient. But I can still remember the day I learned what patience was.I was @NUM1 years old and I was going to my annual checkup at the doctors office. It was around @NUM2 am on a @DATE1 @TIME1. I was with my mother in the waiting room, when a elderly man came in. He seemed extremely sick and I remember being really scared. The women at the front desk came up to us and said it would be a wait, @CAPS1 explained that the man was very ill and could be dying. My told me to be patient but I didnt know what that meant so @CAPS1 explained it to me. @CAPS1 said, You have to wart quietly and not complain no matter how long it takes. I told her. I could do it and sure enough I could. Patience is a very important thing to me. I feel it is not only for yourself but for the consideration of others. When you complain about having to wait it is disrespectful to others. And I know other people are patient for me so I should be for them also.", He seemed extremely sick and I remember being really scared.,311,372,Can you add more detail here about how you felt? Pulse racing?,1712842009229,"[""Can you add more detail here about how you felt?"", ""Pulse racing?""]"
18609,5,ms,Narrative,Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.,"I must admit there are times when Im not very patient. But I can still remember the day I learned what patience was.I was @NUM1 years old and I was going to my annual checkup at the doctors office. It was around @NUM2 am on a @DATE1 @TIME1. I was with my mother in the waiting room, when a elderly man came in. He seemed extremely sick and I remember being really scared. The women at the front desk came up to us and said it would be a wait, @CAPS1 explained that the man was very ill and could be dying. My told me to be patient but I didnt know what that meant so @CAPS1 explained it to me. @CAPS1 said, You have to wart quietly and not complain no matter how long it takes. I told her. I could do it and sure enough I could. Patience is a very important thing to me. I feel it is not only for yourself but for the consideration of others. When you complain about having to wait it is disrespectful to others. And I know other people are patient for me so I should be for them also.",My told,507,514,My mom?,1712842047225,"[""My mom?""]"
18609,5,ms,Narrative,Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.,"I must admit there are times when Im not very patient. But I can still remember the day I learned what patience was.I was @NUM1 years old and I was going to my annual checkup at the doctors office. It was around @NUM2 am on a @DATE1 @TIME1. I was with my mother in the waiting room, when a elderly man came in. He seemed extremely sick and I remember being really scared. The women at the front desk came up to us and said it would be a wait, @CAPS1 explained that the man was very ill and could be dying. My told me to be patient but I didnt know what that meant so @CAPS1 explained it to me. @CAPS1 said, You have to wart quietly and not complain no matter how long it takes. I told her. I could do it and sure enough I could. Patience is a very important thing to me. I feel it is not only for yourself but for the consideration of others. When you complain about having to wait it is disrespectful to others. And I know other people are patient for me so I should be for them also.",ou have to wart quietly and not complain no matter how long it takes. I told her.,611,692,Did they mention how it might make the sick man feel?,1712842084022,"[""Did they mention how it might make the sick man feel?""]"
18609,5,ms,Narrative,Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.,"I must admit there are times when Im not very patient. But I can still remember the day I learned what patience was.I was @NUM1 years old and I was going to my annual checkup at the doctors office. It was around @NUM2 am on a @DATE1 @TIME1. I was with my mother in the waiting room, when a elderly man came in. He seemed extremely sick and I remember being really scared. The women at the front desk came up to us and said it would be a wait, @CAPS1 explained that the man was very ill and could be dying. My told me to be patient but I didnt know what that meant so @CAPS1 explained it to me. @CAPS1 said, You have to wart quietly and not complain no matter how long it takes. I told her. I could do it and sure enough I could. Patience is a very important thing to me. I feel it is not only for yourself but for the consideration of others. When you complain about having to wait it is disrespectful to others. And I know other people are patient for me so I should be for them also.", could be dying,490,505,Can you go into more depth about how this made you feel?,1712842212012,"[""Can you go into more depth about how this made you feel?""]"
18609,5,ms,Narrative,Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.,"I must admit there are times when Im not very patient. But I can still remember the day I learned what patience was.I was @NUM1 years old and I was going to my annual checkup at the doctors office. It was around @NUM2 am on a @DATE1 @TIME1. I was with my mother in the waiting room, when a elderly man came in. He seemed extremely sick and I remember being really scared. The women at the front desk came up to us and said it would be a wait, @CAPS1 explained that the man was very ill and could be dying. My told me to be patient but I didnt know what that meant so @CAPS1 explained it to me. @CAPS1 said, You have to wart quietly and not complain no matter how long it takes. I told her. I could do it and sure enough I could. Patience is a very important thing to me. I feel it is not only for yourself but for the consideration of others. When you complain about having to wait it is disrespectful to others. And I know other people are patient for me so I should be for them also.",When you complain about having to wait it is disrespectful to others. And I know other people are patient for me so I should be for them also.,846,988,This is a really good point! Can you elaborate on this a little more?,1712842294240,"[""This is a really good point!"", ""Can you elaborate on this a little more?""]"
7562,14,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.","The features in the setting, such as the ghost town desert, and the Juice factory, give the cyclist a sense of hopelessness. He is running out of water when he comes to the ghost town, which he thought was @CAPS1 because the next town was only a short ways down the road. However when he came to the next town and attempted to use the water pump, a rather hot, foul liquid came up instead of water. He was beginning to lose hope when he came to the Welchs factory, abandoned. All hope from him at that point was lost, claiming the birds will pick me clean, To the cyclist also was best, then he was saved by a bait shop. These features in the setting gradually emptied his hope little by little, until he came to the Bait shop after which his hope, but certainly not his fait in old men, was returned.",Juice ,68,74,lower case,1712529742090,"[""lower case""]"
7562,14,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.","The features in the setting, such as the ghost town desert, and the Juice factory, give the cyclist a sense of hopelessness. He is running out of water when he comes to the ghost town, which he thought was @CAPS1 because the next town was only a short ways down the road. However when he came to the next town and attempted to use the water pump, a rather hot, foul liquid came up instead of water. He was beginning to lose hope when he came to the Welchs factory, abandoned. All hope from him at that point was lost, claiming the birds will pick me clean, To the cyclist also was best, then he was saved by a bait shop. These features in the setting gradually emptied his hope little by little, until he came to the Bait shop after which his hope, but certainly not his fait in old men, was returned.","from him at that point was lost, claiming",488,529,"rework sentence -- At that point, all his hope was lost, and he claimed, """,1712529781053,"[""rework sentence --"", ""At that point, all his hope was lost, and he claimed, \""""]"
7562,14,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.","The features in the setting, such as the ghost town desert, and the Juice factory, give the cyclist a sense of hopelessness. He is running out of water when he comes to the ghost town, which he thought was @CAPS1 because the next town was only a short ways down the road. However when he came to the next town and attempted to use the water pump, a rather hot, foul liquid came up instead of water. He was beginning to lose hope when he came to the Welchs factory, abandoned. All hope from him at that point was lost, claiming the birds will pick me clean, To the cyclist also was best, then he was saved by a bait shop. These features in the setting gradually emptied his hope little by little, until he came to the Bait shop after which his hope, but certainly not his fait in old men, was returned.",best,586,590,best? Is this the right word?,1712529799310,"[""best?"", ""Is this the right word?""]"
7562,14,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.","The features in the setting, such as the ghost town desert, and the Juice factory, give the cyclist a sense of hopelessness. He is running out of water when he comes to the ghost town, which he thought was @CAPS1 because the next town was only a short ways down the road. However when he came to the next town and attempted to use the water pump, a rather hot, foul liquid came up instead of water. He was beginning to lose hope when he came to the Welchs factory, abandoned. All hope from him at that point was lost, claiming the birds will pick me clean, To the cyclist also was best, then he was saved by a bait shop. These features in the setting gradually emptied his hope little by little, until he came to the Bait shop after which his hope, but certainly not his fait in old men, was returned.",saved by a bait shop,605,626,How was he saved by a bait shop?,1712529810042,"[""How was he saved by a bait shop?""]"
7562,14,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.","The features in the setting, such as the ghost town desert, and the Juice factory, give the cyclist a sense of hopelessness. He is running out of water when he comes to the ghost town, which he thought was @CAPS1 because the next town was only a short ways down the road. However when he came to the next town and attempted to use the water pump, a rather hot, foul liquid came up instead of water. He was beginning to lose hope when he came to the Welchs factory, abandoned. All hope from him at that point was lost, claiming the birds will pick me clean, To the cyclist also was best, then he was saved by a bait shop. These features in the setting gradually emptied his hope little by little, until he came to the Bait shop after which his hope, but certainly not his fait in old men, was returned.",Bait ,724,729,lowercase,1712529823205,"[""lowercase""]"
7562,14,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.","The features in the setting, such as the ghost town desert, and the Juice factory, give the cyclist a sense of hopelessness. He is running out of water when he comes to the ghost town, which he thought was @CAPS1 because the next town was only a short ways down the road. However when he came to the next town and attempted to use the water pump, a rather hot, foul liquid came up instead of water. He was beginning to lose hope when he came to the Welchs factory, abandoned. All hope from him at that point was lost, claiming the birds will pick me clean, To the cyclist also was best, then he was saved by a bait shop. These features in the setting gradually emptied his hope little by little, until he came to the Bait shop after which his hope, but certainly not his fait in old men, was returned.",fait ,778,783,faith?,1712529829047,"[""faith?""]"
7562,14,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.","The features in the setting, such as the ghost town desert, and the Juice factory, give the cyclist a sense of hopelessness. He is running out of water when he comes to the ghost town, which he thought was @CAPS1 because the next town was only a short ways down the road. However when he came to the next town and attempted to use the water pump, a rather hot, foul liquid came up instead of water. He was beginning to lose hope when he came to the Welchs factory, abandoned. All hope from him at that point was lost, claiming the birds will pick me clean, To the cyclist also was best, then he was saved by a bait shop. These features in the setting gradually emptied his hope little by little, until he came to the Bait shop after which his hope, but certainly not his fait in old men, was returned.","men, was returned",790,807,How does his hope get returned? Unclear why his faith in old men would not be returned.,1712529839675,"[""How does his hope get returned?"", ""Unclear why his faith in old men would not be returned.""]"
